"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"294","Otsego Lake","Nov","11/4/2015",4,10.89,8.38,10.35,0.288,93.7,51.602
"295","Otsego Lake","Nov","11/4/2015",6,10.88,8.34,10.35,0.288,93.7,51.584
"296","Otsego Lake","Nov","11/4/2015",8,10.88,8.3,10.33,0.288,93.5,51.584
"297","Otsego Lake","Nov","11/4/2015",10,10.87,8.25,10.3,0.288,93.3,51.566
"298","Otsego Lake","Nov","11/4/2015",12,10.87,8.23,10.28,0.288,93,51.566
"299","Otsego Lake","Nov","11/4/2015",14,10.84,8.2,10.23,0.29,92.5,51.512
"300","Otsego Lake","Nov","11/4/2015",16,10.58,8.15,10.03,0.29,90.2,51.044
"301","Otsego Lake","Nov","11/4/2015",18,8.75,8,8.96,0.308,77.1,47.75
"302","Otsego Lake","Nov","11/4/2015",20,7.01,7.86,8.44,0.317,69.6,44.618
"303","Otsego Lake","Nov","11/4/2015",25,6.11,7.77,8.44,0.32,68.1,42.998
"304","Otsego Lake","Nov","11/4/2015",30,5.31,7.73,8.51,0.321,67.3,41.558
"305","Otsego Lake","Nov","11/4/2015",35,4.89,7.68,8.91,0.321,69.6,40.802
"306","Otsego Lake","Nov","11/4/2015",40,4.59,7.66,8.42,0.323,65.4,40.262
"307","Otsego Lake","Nov","11/4/2015",42,4.48,7.64,7.86,0.324,61,40.064
"308","Otsego Lake","Nov","11/4/2015",44,4.42,7.62,7.45,0.325,57.6,39.956
"309","Otsego Lake","Nov","11/4/2015",46,4.32,7.59,5.84,0.329,45.6,39.776
"310","Otsego Lake","Nov","11/4/2015",48,4.27,7.52,2.88,0.332,22.2,39.686
"311","Otsego Lake","Jun","6/14/1988",0.1,17.84,8.11,9.1,0.284,NA,64.112
"312","Otsego Lake","Oct","10/21/2015",2,13.24,8.54,9.79,0.285,93.5,55.832
"313","Otsego Lake","Oct","10/21/2015",4,13.18,8.49,9.77,0.285,93.2,55.724
"314","Otsego Lake","Oct","10/21/2015",6,13.13,8.44,9.74,0.285,92.7,55.634
"315","Otsego Lake","Oct","10/21/2015",8,13.12,8.41,9.71,0.285,92.5,55.616
"316","Otsego Lake","Oct","10/21/2015",10,13.12,8.38,9.69,0.285,92.3,55.616
"317","Otsego Lake","Oct","10/21/2015",12,13.02,8.36,9.62,0.285,91.4,55.436
"318","Otsego Lake","Oct","10/21/2015",14,10.48,8.18,8.69,0.306,77.9,50.864
"319","Otsego Lake","Oct","10/21/2015",16,8.05,8.09,8.34,0.322,70.7,46.49
"320","Otsego Lake","Oct","10/21/2015",18,6.78,8.04,8.28,0.323,69.9,44.204
"321","Otsego Lake","Oct","10/21/2015",20,6.23,7.96,8.46,0.322,68.3,43.214
"322","Otsego Lake","Oct","10/21/2015",25,5.38,7.88,8.83,0.322,69.8,41.684
"323","Otsego Lake","Oct","10/21/2015",30,4.96,7.84,8.91,0.323,69.8,40.928
"324","Otsego Lake","Oct","10/21/2015",35,4.47,7.83,8.72,0.325,67.6,40.046
"325","Otsego Lake","Oct","10/21/2015",40,4.29,7.8,7.26,0.329,56.3,39.722
"326","Otsego Lake","Oct","10/21/2015",42,4.28,7.75,5.87,0.331,45.5,39.704
"327","Otsego Lake","Oct","10/21/2015",44,4.28,7.73,5.34,0.331,41.1,39.704
"328","Otsego Lake","Oct","10/21/2015",46,4.28,7.71,5.01,0.331,38.6,39.704
"329","Otsego Lake","Jun","6/22/1988",0.1,20.28,8.08,8.9,0.285,NA,68.504
"330","Otsego Lake","Oct","10/6/2015",2,17.08,8.4,9.08,0.276,94.2,62.744
"331","Otsego Lake","Oct","10/6/2015",4,17.03,8.51,9.06,0.276,93.9,62.654
"332","Otsego Lake","Oct","10/6/2015",6,17.01,8.7,9.04,0.277,93.5,62.618
"333","Otsego Lake","Oct","10/6/2015",8,16.94,8.79,8.96,0.277,92.5,62.492
"334","Otsego Lake","Oct","10/6/2015",10,16.91,8.49,8.91,0.277,92.1,62.438
"335","Otsego Lake","Oct","10/6/2015",12,15.35,8.11,8.85,0.292,88.8,59.63
"336","Otsego Lake","Oct","10/6/2015",14,10.04,8.03,9.05,0.317,80.2,50.072
"337","Otsego Lake","Oct","10/6/2015",16,7.71,7.92,8.37,0.318,70.3,45.878
"338","Otsego Lake","Oct","10/6/2015",18,7.04,7.9,8.3,0.319,68.7,44.672
"339","Otsego Lake","Oct","10/6/2015",20,6.42,7.91,8.71,0.318,70.8,43.556
"340","Otsego Lake","Oct","10/6/2015",25,5.5,7.89,9.09,0.317,72.2,41.9
"341","Otsego Lake","Oct","10/6/2015",30,5.05,7.86,8.87,0.317,69.5,41.09
"342","Otsego Lake","Oct","10/6/2015",35,4.58,7.85,8.27,0.319,64,40.244
"343","Otsego Lake","Oct","10/6/2015",40,4.34,7.8,6.94,0.323,53.3,39.812
"344","Otsego Lake","Oct","10/6/2015",42,4.3,7.79,5.96,0.324,46.2,39.74
"345","Otsego Lake","Oct","10/6/2015",44,4.27,7.79,4.86,0.326,37.1,39.686
"346","Otsego Lake","Oct","10/6/2015",46,4.25,7.79,4.13,0.328,31.8,39.65
"347","Otsego Lake","Oct","10/6/2015",48,4.24,7.89,3.7,0.331,28.5,39.632
"348","Otsego Lake","Jun","6/29/1988",0.1,18.39,8.08,9.1,0.284,NA,65.102
"349","Otsego Lake","Sep","9/16/2015",2,21.97,8.24,8.87,0.277,NA,71.546
"350","Otsego Lake","Sep","9/16/2015",4,21.89,8.27,8.87,0.277,NA,71.402
"351","Otsego Lake","Sep","9/16/2015",6,21.85,8.36,8.84,0.277,NA,71.33
"352","Otsego Lake","Sep","9/16/2015",8,21.81,8.26,8.92,0.277,NA,71.258
"353","Otsego Lake","Sep","9/16/2015",10,19.24,8.07,10.12,0.293,NA,66.632
"354","Otsego Lake","Sep","9/16/2015",12,11.95,8.06,11.2,0.313,NA,53.51
"355","Otsego Lake","Sep","9/16/2015",14,8.69,7.98,9.98,0.317,NA,47.642
"356","Otsego Lake","Sep","9/16/2015",16,7.4,8,9.78,0.317,NA,45.32
"357","Otsego Lake","Sep","9/16/2015",18,6.62,8.01,9.5,0.318,NA,43.916
"358","Otsego Lake","Sep","9/16/2015",20,6.23,8.03,9.61,0.317,NA,43.214
"359","Otsego Lake","Sep","9/16/2015",25,5.37,8.05,9.53,0.318,NA,41.666
"360","Otsego Lake","Sep","9/16/2015",30,4.86,8.06,9.43,0.318,NA,40.748
"361","Otsego Lake","Sep","9/16/2015",35,4.65,8.07,8.83,0.32,NA,40.37
"362","Otsego Lake","Sep","9/16/2015",40,4.37,8.1,7.58,0.323,NA,39.866
"363","Otsego Lake","Sep","9/16/2015",42,4.3,8.12,6.87,0.324,NA,39.74
"364","Otsego Lake","Sep","9/16/2015",44,4.24,8.14,6.26,0.327,NA,39.632
"365","Otsego Lake","Sep","9/16/2015",46,4.2,8.22,5.63,0.328,NA,39.56
"366","Otsego Lake","Sep","9/16/2015",48,4.22,8.35,4.93,0.332,NA,39.596
"367","Otsego Lake","Jul","7/6/1988",0.1,20.54,7.93,9,0.281,NA,68.972
"368","Otsego Lake","Aug","8/27/2015",2,23.16,8.24,8.64,NA,101.2,73.688
"369","Otsego Lake","Aug","8/27/2015",4,23.16,8.27,8.63,NA,101,73.688
"370","Otsego Lake","Aug","8/27/2015",6,23.16,8.36,8.62,NA,100.9,73.688
"371","Otsego Lake","Aug","8/27/2015",8,23.12,8.26,8.62,NA,100.9,73.616
"372","Otsego Lake","Aug","8/27/2015",10,16.88,8.07,11.37,NA,118.1,62.384
"373","Otsego Lake","Aug","8/27/2015",12,10.61,8.06,11.08,NA,99.3,51.098
"374","Otsego Lake","Aug","8/27/2015",14,8.21,7.98,10.35,NA,87.7,46.778
"375","Otsego Lake","Aug","8/27/2015",16,7.11,8,9.77,NA,80.8,44.798
"376","Otsego Lake","Aug","8/27/2015",18,6.55,8.01,9.74,NA,79.4,43.79
"377","Otsego Lake","Aug","8/27/2015",20,6.25,8.03,9.77,NA,78.9,43.25
"378","Otsego Lake","Aug","8/27/2015",25,5.57,8.05,9.71,NA,77.3,42.026
"379","Otsego Lake","Aug","8/27/2015",30,5.04,8.06,9.82,NA,77,41.072
"380","Otsego Lake","Aug","8/27/2015",35,4.51,8.07,9.89,NA,76.3,40.118
"381","Otsego Lake","Aug","8/27/2015",40,4.29,8.1,8.51,NA,65.2,39.722
"382","Otsego Lake","Aug","8/27/2015",42,4.27,8.12,7.7,NA,59.2,39.686
"383","Otsego Lake","Aug","8/27/2015",44,4.22,8.14,6.89,NA,52.7,39.596
"384","Otsego Lake","Aug","8/27/2015",46,4.19,8.22,6.18,NA,47.4,39.542
"385","Otsego Lake","Aug","8/27/2015",48,4.19,8.35,4.9,NA,37.6,39.542
"386","Otsego Lake","Jul","7/12/1988",0.1,24.29,8.11,8.3,0.27,NA,75.722
"387","Otsego Lake","Aug","8/13/2015",2,22.7,8.75,9.1,0.285,105.6,72.86
"388","Otsego Lake","Aug","8/13/2015",4,22.69,8.76,9.08,0.285,105.3,72.842
"389","Otsego Lake","Aug","8/13/2015",6,22.68,8.71,9.06,0.285,105.1,72.824
"390","Otsego Lake","Aug","8/13/2015",8,22.09,8.67,9.62,0.287,110.6,71.762
"391","Otsego Lake","Aug","8/13/2015",10,14.02,8.77,13.16,0.303,127.4,57.236
"392","Otsego Lake","Aug","8/13/2015",12,10.22,8.94,12.39,0.311,110.5,50.396
"393","Otsego Lake","Aug","8/13/2015",14,7.81,8.8,11.23,0.314,94.5,46.058
"394","Otsego Lake","Aug","8/13/2015",16,6.78,8.63,10.68,0.315,87.4,44.204
"395","Otsego Lake","Aug","8/13/2015",18,6.14,8.54,10.29,0.316,83,43.052
"396","Otsego Lake","Aug","8/13/2015",20,5.87,8.52,10.29,0.315,82.5,42.566
"397","Otsego Lake","Aug","8/13/2015",25,5.07,8.51,10.6,0.315,83.1,41.126
"398","Otsego Lake","Aug","8/13/2015",30,4.67,8.49,10.43,0.316,81.1,40.406
"399","Otsego Lake","Aug","8/13/2015",35,4.32,8.48,10.28,0.316,79.2,39.776
"400","Otsego Lake","Aug","8/13/2015",40,4.19,8.42,8.71,0.32,67,39.542
"401","Otsego Lake","Aug","8/13/2015",42,4.13,8.35,8.1,0.322,62.2,39.434
"402","Otsego Lake","Aug","8/13/2015",44,4.12,8.31,6.83,0.325,52.3,39.416
"403","Otsego Lake","Aug","8/13/2015",46,4.08,8.27,5.87,0.327,45,39.344
"404","Otsego Lake","Aug","8/13/2015",48,4.06,8.21,5.46,0.328,41.6,39.308
"405","Otsego Lake","Jul","7/19/1988",0.1,23.41,8.14,8.4,0.262,NA,74.138
"406","Otsego Lake","Jul","7/28/2015",2,23.48,8.53,9.09,0.298,107,74.264
"407","Otsego Lake","Jul","7/28/2015",4,23.36,8.59,9.11,0.298,107,74.048
"408","Otsego Lake","Jul","7/28/2015",6,22.69,8.58,9.3,0.298,107.9,72.842
"409","Otsego Lake","Jul","7/28/2015",8,19.72,8.57,11.4,0.303,124.8,67.496
"410","Otsego Lake","Jul","7/28/2015",10,14.47,8.56,13.04,0.309,128.1,58.046
"411","Otsego Lake","Jul","7/28/2015",12,9.12,8.26,11.41,0.317,98.7,48.416
"412","Otsego Lake","Jul","7/28/2015",14,7.56,8.08,10.92,0.319,91.3,45.608
"413","Otsego Lake","Jul","7/28/2015",16,6.86,8.04,10.82,0.32,88.9,44.348
"414","Otsego Lake","Jul","7/28/2015",18,6.4,8.02,10.48,0.321,85.1,43.52
"415","Otsego Lake","Jul","7/28/2015",20,6.09,8.01,10.6,0.321,85.3,42.962
"416","Otsego Lake","Jul","7/28/2015",25,5.23,7.99,10.41,0.322,82,41.414
"417","Otsego Lake","Jul","7/28/2015",30,4.72,7.95,10.37,0.322,80.6,40.496
"418","Otsego Lake","Jul","7/28/2015",35,4.31,7.98,9.93,0.323,76.3,39.758
"419","Otsego Lake","Jul","7/28/2015",40,4.21,7.86,9.09,0.326,69.8,39.578
"420","Otsego Lake","Jul","7/28/2015",42,4.14,7.83,8.88,0.327,68,39.452
"421","Otsego Lake","Jul","7/28/2015",44,4.1,7.85,7.91,0.329,60.5,39.38
"422","Otsego Lake","Jul","7/28/2015",46,4.09,7.74,7.24,0.33,55.1,39.362
"423","Otsego Lake","Jul","7/28/2015",48,4.09,7.72,6.88,0.333,52.6,39.362
"424","Otsego Lake","Jul","7/26/1988",0.1,22.77,7.97,8.3,0.283,NA,72.986
"425","Otsego Lake","Jul","7/14/2015",2,22.76,8.47,9.36,0.295,108.7,72.968
"426","Otsego Lake","Jul","7/14/2015",4,21.74,8.47,9.36,0.296,108.7,71.132
"427","Otsego Lake","Jul","7/14/2015",6,21.66,8.39,9.95,0.298,113,70.988
"428","Otsego Lake","Jul","7/14/2015",8,17.76,8.54,12.38,0.302,129.9,63.968
"429","Otsego Lake","Jul","7/14/2015",10,12.53,8.4,12.13,0.31,113.3,54.554
"430","Otsego Lake","Jul","7/14/2015",12,8.13,8.15,11.4,0.313,96.7,46.634
"431","Otsego Lake","Jul","7/14/2015",14,7.13,8.1,11.31,0.313,93.8,44.834
"432","Otsego Lake","Jul","7/14/2015",16,6.61,8.08,11.22,0.314,91.8,43.898
"433","Otsego Lake","Jul","7/14/2015",18,6.01,8.05,11.15,0.314,89.8,42.818
"434","Otsego Lake","Jul","7/14/2015",20,5.65,8.02,11.02,0.314,87.8,42.17
"435","Otsego Lake","Jul","7/14/2015",25,4.9,7.96,10.73,0.315,84,40.82
"436","Otsego Lake","Jul","7/14/2015",30,4.56,7.97,10.66,0.316,82.6,40.208
"437","Otsego Lake","Jul","7/14/2015",35,4.2,7.92,9.92,0.319,76,39.56
"438","Otsego Lake","Jul","7/14/2015",40,4.09,7.88,9.21,0.32,70.4,39.362
"439","Otsego Lake","Jul","7/14/2015",42,4.06,7.87,8.99,0.321,68.6,39.308
"440","Otsego Lake","Jul","7/14/2015",44,4.05,7.87,8.73,0.322,66.4,39.29
"441","Otsego Lake","Jul","7/14/2015",46,4.07,7.86,8.16,0.324,61.7,39.326
"442","Otsego Lake","Jul","7/14/2015",48,4.07,7.89,7.81,0.325,59.6,39.326
"443","Otsego Lake","Aug","8/4/1988",0.1,25.31,8.29,8.6,0.277,NA,77.558
"444","Otsego Lake","Jul","7/2/2015",2,20.46,8.34,9.76,0.301,108.4,68.828
"445","Otsego Lake","Jul","7/2/2015",4,20.25,8.34,9.79,0.301,108.3,68.45
"446","Otsego Lake","Jul","7/2/2015",6,20.2,8.32,9.74,0.301,107.7,68.36
"447","Otsego Lake","Jul","7/2/2015",8,17.62,8.28,10.7,0.308,113.3,63.716
"448","Otsego Lake","Jul","7/2/2015",10,11.5,8.15,11.5,0.311,107.2,52.7
"449","Otsego Lake","Jul","7/2/2015",12,9.15,7.99,11.46,0.313,100.2,48.47
"450","Otsego Lake","Jul","7/2/2015",14,8.07,7.93,11.46,0.314,97,46.526
"451","Otsego Lake","Jul","7/2/2015",16,6.85,7.91,11.5,0.315,94.6,44.33
"452","Otsego Lake","Jul","7/2/2015",18,6.16,7.9,11.38,0.315,92,43.088
"453","Otsego Lake","Jul","7/2/2015",20,5.8,7.9,11.32,0.316,90.6,42.44
"454","Otsego Lake","Jul","7/2/2015",25,5.04,7.89,11.21,0.316,88,41.072
"455","Otsego Lake","Jul","7/2/2015",30,4.55,7.89,10.95,0.317,84.9,40.19
"456","Otsego Lake","Jul","7/2/2015",35,4.35,7.86,10.49,0.318,80.9,39.83
"457","Otsego Lake","Jul","7/2/2015",40,4.12,7.83,10.09,0.32,77.3,39.416
"458","Otsego Lake","Jul","7/2/2015",42,4.12,7.8,9.67,0.321,94.2,39.416
"459","Otsego Lake","Jul","7/2/2015",44,4.06,7.77,9.31,0.322,71.2,39.308
"460","Otsego Lake","Jul","7/2/2015",46,4.06,7.76,9.07,0.323,69.4,39.308
"461","Otsego Lake","Jul","7/2/2015",48,4.05,7.74,8.77,0.323,67,39.29
"462","Otsego Lake","Aug","8/10/1988",0.1,24.63,7.96,8.5,0.275,NA,76.334
"463","Otsego Lake","Jun","6/17/2015",2,21.05,8.46,9.58,0.332,107.7,69.89
"464","Otsego Lake","Jun","6/17/2015",4,20.98,8.45,9.61,0.332,107.8,69.764
"465","Otsego Lake","Jun","6/17/2015",6,18.39,8.41,10.5,0.333,112,65.102
"466","Otsego Lake","Jun","6/17/2015",8,15.82,8.32,10.67,0.332,107.8,60.476
"467","Otsego Lake","Jun","6/17/2015",10,11.75,8.14,11.19,0.333,103.3,53.15
"468","Otsego Lake","Jun","6/17/2015",12,8.62,8.06,11.67,0.334,100.1,47.516
"469","Otsego Lake","Jun","6/17/2015",14,7.05,8.01,11.77,0.335,97,44.69
"470","Otsego Lake","Jun","6/17/2015",16,6.36,7.98,11.57,0.336,93.9,43.448
"471","Otsego Lake","Jun","6/17/2015",18,5.71,7.95,11.46,0.336,91.5,42.278
"472","Otsego Lake","Jun","6/17/2015",20,5.22,7.92,11.22,0.337,88.5,41.396
"473","Otsego Lake","Jun","6/17/2015",25,4.66,7.88,10.95,0.338,85.1,40.388
"474","Otsego Lake","Jun","6/17/2015",30,4.39,7.84,10.89,0.338,84,39.902
"475","Otsego Lake","Jun","6/17/2015",35,4.19,7.82,10.78,0.339,82.7,39.542
"476","Otsego Lake","Jun","6/17/2015",40,4.11,7.79,10.26,0.34,78.6,39.398
"477","Otsego Lake","Jun","6/17/2015",42,4.07,7.74,9.86,0.342,75.4,39.326
"478","Otsego Lake","Jun","6/17/2015",44,4.02,7.74,9.15,0.344,69.9,39.236
"479","Otsego Lake","Jun","6/17/2015",46,4.02,NA,9.03,0.344,68.9,39.236
"480","Otsego Lake","Aug","8/16/1988",0.1,24.65,8.09,8.6,0.269,NA,76.37
"481","Otsego Lake","Jun","6/3/2015",2,16.65,8.36,9.89,0.313,101.6,61.97
"482","Otsego Lake","Jun","6/3/2015",4,16.29,8.33,9.96,0.313,101.6,61.322
"483","Otsego Lake","Jun","6/3/2015",6,16.17,8.31,9.98,0.313,101.6,61.106
"484","Otsego Lake","Jun","6/3/2015",8,13.09,8.2,10.79,0.313,102.7,55.562
"485","Otsego Lake","Jun","6/3/2015",10,8.92,8.14,11.8,0.314,101.9,48.056
"486","Otsego Lake","Jun","6/3/2015",12,7.16,8.14,12.1,0.314,100.2,44.888
"487","Otsego Lake","Jun","6/3/2015",14,6.01,8.23,12.15,0.314,97.7,42.818
"488","Otsego Lake","Jun","6/3/2015",16,5.65,8.29,12.06,0.315,96.1,42.17
"489","Otsego Lake","Jun","6/3/2015",18,5.32,8.34,11.89,0.315,94,41.576
"490","Otsego Lake","Jun","6/3/2015",20,5.03,8.36,11.77,0.315,92.3,41.054
"491","Otsego Lake","Jun","6/3/2015",25,4.53,8.35,11.6,0.316,89.8,40.154
"492","Otsego Lake","Jun","6/3/2015",30,4.3,8.34,11.42,0.316,87.9,39.74
"493","Otsego Lake","Jun","6/3/2015",35,4.09,8.35,11.39,0.317,87.2,39.362
"494","Otsego Lake","Jun","6/3/2015",40,3.98,8.32,11.23,0.317,85.8,39.164
"495","Otsego Lake","Jun","6/3/2015",42,3.92,8.29,10.93,0.319,83.4,39.056
"496","Otsego Lake","Jun","6/3/2015",44,3.83,8.22,10.18,0.322,77.8,38.894
"497","Otsego Lake","Aug","8/23/1988",0.1,22.39,7.86,8.7,0.266,NA,72.302
"498","Otsego Lake","May","5/19/2015",2,14.09,8.63,10.62,0.317,103.3,57.362
"499","Otsego Lake","May","5/19/2015",4,14.03,8.62,10.64,0.317,103.4,57.254
"500","Otsego Lake","May","5/19/2015",6,11.81,8.45,11.23,0.316,104.1,53.258
"501","Otsego Lake","May","5/19/2015",8,8.38,8.4,11.94,0.317,101.9,47.084
"502","Otsego Lake","May","5/19/2015",10,7.24,8.36,12.01,0.318,99.5,45.032
"503","Otsego Lake","May","5/19/2015",12,6.6,8.34,11.96,0.318,97.6,43.88
"504","Otsego Lake","May","5/19/2015",14,5.95,8.3,11.97,0.318,96.1,42.71
"505","Otsego Lake","May","5/19/2015",16,5.51,8.32,11.94,0.318,94.8,41.918
"506","Otsego Lake","May","5/19/2015",18,5.18,8.29,11.81,0.319,93,41.324
"507","Otsego Lake","May","5/19/2015",20,4.91,8.27,11.59,0.319,90.6,40.838
"508","Otsego Lake","May","5/19/2015",25,4.7,8.23,11.52,0.319,89.6,40.46
"509","Otsego Lake","May","5/19/2015",30,4.46,8.25,11.46,0.319,88.6,40.028
"510","Otsego Lake","May","5/19/2015",35,4.18,8.25,11.41,0.32,87.5,39.524
"511","Otsego Lake","May","5/19/2015",40,4.1,8.24,11.29,0.321,86.5,39.38
"512","Otsego Lake","May","5/19/2015",42,4.04,8.23,11.15,0.321,85.2,39.272
"513","Otsego Lake","May","5/19/2015",44,3.98,8.2,10.8,0.323,82.5,39.164
"514","Otsego Lake","May","5/19/2015",46,3.96,8.13,10.48,0.324,79.9,39.128
"515","Otsego Lake","May","5/19/2015",48,3.91,NA,9.76,0.328,74.3,39.038
"516","Otsego Lake","Sep","9/2/1988",0.1,20.74,8.08,9.1,0.265,NA,69.332
"517","Otsego Lake","May","5/4/2015",2,7.13,NA,12.04,0.318,NA,44.834
"518","Otsego Lake","May","5/4/2015",4,6.72,NA,12.03,0.318,NA,44.096
"519","Otsego Lake","May","5/4/2015",6,5.72,NA,12.07,0.318,NA,42.296
"520","Otsego Lake","May","5/4/2015",8,5.38,NA,12.04,0.318,NA,41.684
"521","Otsego Lake","May","5/4/2015",10,5.27,NA,12,0.317,NA,41.486
"522","Otsego Lake","May","5/4/2015",12,4.97,NA,11.97,0.317,NA,40.946
"523","Otsego Lake","May","5/4/2015",14,4.6,NA,11.93,0.317,NA,40.28
"524","Otsego Lake","May","5/4/2015",16,4.47,NA,11.9,0.316,NA,40.046
"525","Otsego Lake","May","5/4/2015",18,4.44,NA,11.86,0.316,NA,39.992
"526","Otsego Lake","May","5/4/2015",20,4.41,NA,11.77,0.316,NA,39.938
"527","Otsego Lake","May","5/4/2015",25,4.3,NA,11.67,0.317,NA,39.74
"528","Otsego Lake","May","5/4/2015",30,4.2,NA,11.61,0.317,NA,39.56
"529","Otsego Lake","May","5/4/2015",35,4.09,NA,11.51,0.317,NA,39.362
"530","Otsego Lake","May","5/4/2015",40,4,NA,11.39,0.318,NA,39.2
"531","Otsego Lake","May","5/4/2015",42,4,NA,11.4,0.318,NA,39.2
"532","Otsego Lake","Sep","9/9/1988",0.1,19.37,8.13,9.2,0.263,NA,66.866
"533","Otsego Lake","Mar","3/19/2015",2,1.93,8.12,12.23,0.325,88.3,35.474
"534","Otsego Lake","Mar","3/19/2015",4,1.94,8.11,12.14,0.325,87.8,35.492
"535","Otsego Lake","Mar","3/19/2015",6,1.95,8.11,12.08,0.325,87.3,35.51
"536","Otsego Lake","Mar","3/19/2015",8,1.95,8.1,11.99,0.324,86.6,35.51
"537","Otsego Lake","Mar","3/19/2015",10,1.99,8.09,11.87,0.324,85.9,35.582
"538","Otsego Lake","Mar","3/19/2015",12,1.99,8.1,12.01,0.327,86.9,35.582
"539","Otsego Lake","Mar","3/19/2015",14,1.97,8.1,12.03,0.33,86.9,35.546
"540","Otsego Lake","Mar","3/19/2015",16,2.03,8.08,11.87,0.328,86,35.654
"541","Otsego Lake","Mar","3/19/2015",18,2.18,8.09,11.61,0.324,84.4,35.924
"542","Otsego Lake","Mar","3/19/2015",20,2.24,8.07,11.42,0.322,83.2,36.032
"543","Otsego Lake","Mar","3/19/2015",25,2.48,8.07,11.21,0.319,82.2,36.464
"544","Otsego Lake","Mar","3/19/2015",30,2.65,8.05,10.94,0.318,80.6,36.77
"545","Otsego Lake","Mar","3/19/2015",35,2.83,8.03,10.74,0.319,79.5,37.094
"546","Otsego Lake","Mar","3/19/2015",40,2.53,7.97,10.58,0.335,77.7,36.554
"547","Otsego Lake","Mar","3/19/2015",42,2.55,7.95,10.41,0.338,76.4,36.59
"548","Otsego Lake","Mar","3/19/2015",44,2.85,7.82,8.91,0.334,66,37.13
"549","Otsego Lake","Mar","3/19/2015",46,2.98,7.62,5.54,0.345,41.2,37.364
"550","Otsego Lake","Sep","9/16/1988",0.1,17.84,8.19,9.7,0.267,NA,64.112
"551","Otsego Lake","Feb","2/18/2015",2,1.6,8.18,12.52,0.325,93,34.88
"552","Otsego Lake","Feb","2/18/2015",4,1.69,8.18,12.26,0.324,91.3,35.042
"553","Otsego Lake","Feb","2/18/2015",6,1.83,8.19,12.18,0.322,91,35.294
"554","Otsego Lake","Feb","2/18/2015",8,1.92,8.2,12.04,0.321,90.2,35.456
"555","Otsego Lake","Feb","2/18/2015",10,1.96,8.21,11.98,0.322,89.9,35.528
"556","Otsego Lake","Feb","2/18/2015",12,2.02,8.22,11.97,0.322,89.9,35.636
"557","Otsego Lake","Feb","2/18/2015",14,2.1,8.22,11.83,0.321,89.1,35.78
"558","Otsego Lake","Feb","2/18/2015",16,2.21,8.27,11.74,0.319,88.7,35.978
"559","Otsego Lake","Feb","2/18/2015",18,2.28,8.3,11.66,0.319,88.2,36.104
"560","Otsego Lake","Feb","2/18/2015",20,2.36,8.34,11.55,0.319,87.6,36.248
"561","Otsego Lake","Feb","2/18/2015",25,2.51,8.4,11.41,0.32,86.9,36.518
"562","Otsego Lake","Feb","2/18/2015",30,2.72,8.5,11.23,0.317,86,36.896
"563","Otsego Lake","Feb","2/18/2015",35,2.73,8.52,10.93,0.323,83.7,36.914
"564","Otsego Lake","Feb","2/18/2015",40,2.74,8.55,10.69,0.329,81.9,36.932
"565","Otsego Lake","Feb","2/18/2015",42,2.88,8.57,10.52,0.328,80.9,37.184
"566","Otsego Lake","Feb","2/18/2015",44,2.95,8.6,10.12,0.33,78,37.31
"567","Otsego Lake","Feb","2/18/2015",46,2.98,8.56,9.09,0.345,70.1,37.364
"568","Otsego Lake","Feb","2/18/2015",48,3.12,8.69,9.02,0.377,69.8,37.616
"569","Otsego Lake","Sep","9/23/1988",0.1,17.46,8.29,9.5,0.261,NA,63.428
"570","Otsego Lake","Jan","1/22/2015",2,1.52,7.99,12.76,0.312,94.7,34.736
"571","Otsego Lake","Jan","1/22/2015",4,1.59,8.01,12.65,0.31,94.1,34.862
"572","Otsego Lake","Jan","1/22/2015",6,1.73,8.02,12.47,0.308,93.1,35.114
"573","Otsego Lake","Jan","1/22/2015",8,1.83,8.02,12.38,0.307,92.7,35.294
"574","Otsego Lake","Jan","1/22/2015",10,1.85,8.04,12.33,0.31,92.4,35.33
"575","Otsego Lake","Jan","1/22/2015",12,1.96,8.11,12.21,0.309,91.8,35.528
"576","Otsego Lake","Jan","1/22/2015",14,1.95,8.15,12.14,0.311,91.2,35.51
"577","Otsego Lake","Jan","1/22/2015",16,2.17,8.19,12.08,0.307,91.3,35.906
"578","Otsego Lake","Jan","1/22/2015",18,2.24,8.23,11.97,0.306,90.7,36.032
"579","Otsego Lake","Jan","1/22/2015",20,2.32,8.27,11.87,0.306,90.1,36.176
"580","Otsego Lake","Jan","1/22/2015",25,2.49,8.28,11.76,0.305,89.7,36.482
"581","Otsego Lake","Jan","1/22/2015",30,2.65,8.33,11.61,0.305,88.9,36.77
"582","Otsego Lake","Jan","1/22/2015",35,2.74,8.37,11.51,0.306,88.3,36.932
"583","Otsego Lake","Jan","1/22/2015",40,3.05,8.47,11.34,0.305,87.8,37.49
"584","Otsego Lake","Jan","1/22/2015",42,3.02,8.56,11.26,0.306,87.1,37.436
"585","Otsego Lake","Jan","1/22/2015",44,3.05,8.62,11.06,0.309,85.6,37.49
"586","Otsego Lake","Jan","1/22/2015",46,3.13,8.71,11,0.31,85.3,37.634
"587","Otsego Lake","Jan","1/22/2015",48,3.15,8.82,11.19,0.313,86.9,37.67
