"","lake","month","date","depth","temp","pH","do_mgl","cond","do_sat","tempF"
"7755","Otsego Lake","Jul","7/7/1994",35,5.63,7.7,8.73,0.258,NA,42.134
"7756","Otsego Lake","Jul","7/7/1994",40,5.12,7.66,7.93,0.259,NA,41.216
"7757","Otsego Lake","Jul","7/7/1994",42,4.95,7.65,7.8,0.258,NA,40.91
"7758","Otsego Lake","Jul","7/7/1994",44,4.8,7.64,7.64,0.26,NA,40.64
"7759","Otsego Lake","Jul","7/7/1994",46,4.65,7.61,7.18,0.26,NA,40.37
"7760","Otsego Lake","Jul","7/7/1994",48,4.62,7.61,7.13,0.26,NA,40.316
"7761","Otsego Lake","Jul","7/7/1994",50,4.61,7.6,7.05,0.259,NA,40.298
"7762","Otsego Lake","Oct","10/26/2010",0.1,12.37,8.35,9.11,0.263,NA,54.266
"7763","Otsego Lake","Jun","6/30/1994",2,20.43,8.42,8.62,0.242,NA,68.774
"7764","Otsego Lake","Jun","6/30/1994",4,20.39,8.41,8.61,0.242,NA,68.702
"7765","Otsego Lake","Jun","6/30/1994",6,20.37,8.41,8.57,0.242,NA,68.666
"7766","Otsego Lake","Jun","6/30/1994",8,16.34,8.28,8.91,0.254,NA,61.412
"7767","Otsego Lake","Jun","6/30/1994",10,13.25,7.14,8.67,0.258,NA,55.85
"7768","Otsego Lake","Jun","6/30/1994",12,11.02,7.99,8.4,0.259,NA,51.836
"7769","Otsego Lake","Jun","6/30/1994",14,9.39,7.91,8.35,0.259,NA,48.902
"7770","Otsego Lake","Jun","6/30/1994",16,9.2,7.9,8.36,0.259,NA,48.56
"7771","Otsego Lake","Jun","6/30/1994",18,8.96,7.89,8.42,0.258,NA,48.128
"7772","Otsego Lake","Jun","6/30/1994",20,8.87,7.89,8.42,0.259,NA,47.966
"7773","Otsego Lake","Jun","6/30/1994",25,7.12,7.81,8.22,0.258,NA,44.816
"7774","Otsego Lake","Jun","6/30/1994",30,6.45,7.79,8.23,0.256,NA,43.61
"7775","Otsego Lake","Jun","6/30/1994",35,5.93,7.78,8.37,0.256,NA,42.674
"7776","Otsego Lake","Jun","6/30/1994",40,5.2,7.75,8.06,0.26,NA,41.36
"7777","Otsego Lake","Jun","6/30/1994",42,4.99,7.71,7.58,0.259,NA,40.982
"7778","Otsego Lake","Jun","6/30/1994",44,4.9,7.7,7.43,0.258,NA,40.82
"7779","Otsego Lake","Jun","6/30/1994",46,4.83,7.69,7.29,0.256,NA,40.694
"7780","Otsego Lake","Jun","6/30/1994",48,4.8,7.69,7.24,0.259,NA,40.64
"7781","Otsego Lake","Jun","6/30/1994",50,4.79,7.69,7.19,0.259,NA,40.622
"7782","Otsego Lake","Nov","11/10/2010",0.1,9.1,8.45,9.41,0.288,NA,48.38
"7783","Otsego Lake","Jun","6/22/1994",2,21.01,8.49,10.06,0.239,NA,69.818
"7784","Otsego Lake","Jun","6/22/1994",4,20.37,8.48,10.36,0.24,NA,68.666
"7785","Otsego Lake","Jun","6/22/1994",6,18.89,8.47,10.55,0.241,NA,66.002
"7786","Otsego Lake","Jun","6/22/1994",8,16.17,8.47,10.7,0.25,NA,61.106
"7787","Otsego Lake","Jun","6/22/1994",10,14.45,8.4,10.08,0.252,NA,58.01
"7788","Otsego Lake","Jun","6/22/1994",12,10.85,8.12,9.65,0.255,NA,51.53
"7789","Otsego Lake","Jun","6/22/1994",14,8.92,8.04,9.49,0.255,NA,48.056
"7790","Otsego Lake","Jun","6/22/1994",16,8.69,8,9.47,0.255,NA,47.642
"7791","Otsego Lake","Jun","6/22/1994",18,8.1,7.96,9.52,0.255,NA,46.58
"7792","Otsego Lake","Jun","6/22/1994",20,7.47,7.94,9.4,0.252,NA,45.446
"7793","Otsego Lake","Jun","6/22/1994",25,6.66,7.89,9.33,0.252,NA,43.988
"7794","Otsego Lake","Jun","6/22/1994",30,6.22,7.89,9.32,0.252,NA,43.196
"7795","Otsego Lake","Jun","6/22/1994",35,5.59,7.87,9.31,0.252,NA,42.062
"7796","Otsego Lake","Jun","6/22/1994",40,5.26,7.85,8.93,0.252,NA,41.468
"7797","Otsego Lake","Jun","6/22/1994",42,4.96,7.82,8.58,0.251,NA,40.928
"7798","Otsego Lake","Jun","6/22/1994",44,4.84,7.8,8.31,0.254,NA,40.712
"7799","Otsego Lake","Jun","6/22/1994",46,4.8,7.8,8.31,0.252,NA,40.64
"7800","Otsego Lake","Jun","6/22/1994",48,4.77,7.8,8.27,0.254,NA,40.586
"7801","Otsego Lake","Jun","6/22/1994",48.6,4.74,7.8,8.28,0.253,NA,40.532
"7802","Otsego Lake","Dec","12/2/2010",0.1,6.66,8.27,11.36,0.3,NA,43.988
"7803","Otsego Lake","Jun","6/16/1994",2,19.41,8.57,11,0.247,NA,66.938
"7804","Otsego Lake","Jun","6/16/1994",4,17.63,8.59,11.17,0.248,NA,63.734
"7805","Otsego Lake","Jun","6/16/1994",6,16.76,8.56,10.55,0.25,NA,62.168
"7806","Otsego Lake","Jun","6/16/1994",8,16.08,8.53,10.43,0.252,NA,60.944
"7807","Otsego Lake","Jun","6/16/1994",10,14,8.39,10.07,0.255,NA,57.2
"7808","Otsego Lake","Jun","6/16/1994",12,11.06,8.16,9.86,0.255,NA,51.908
"7809","Otsego Lake","Jun","6/16/1994",14,9.43,8.05,9.62,0.255,NA,48.974
"7810","Otsego Lake","Jun","6/16/1994",16,8.63,8,9.68,0.254,NA,47.534
"7811","Otsego Lake","Jun","6/16/1994",18,7.98,7.95,9.47,0.255,NA,46.364
"7812","Otsego Lake","Jun","6/16/1994",20,7.47,7.92,9.36,0.252,NA,45.446
"7813","Otsego Lake","Jun","6/16/1994",25,6.99,7.9,9.36,0.253,NA,44.582
"7814","Otsego Lake","Jun","6/16/1994",30,6.44,7.87,9.22,0.253,NA,43.592
"7815","Otsego Lake","Jun","6/16/1994",35,5.64,7.82,8.9,0.253,NA,42.152
"7816","Otsego Lake","Jun","6/16/1994",40,5.3,7.8,8.7,0.253,NA,41.54
"7817","Otsego Lake","Jun","6/16/1994",42,5.17,7.8,8.7,0.253,NA,41.306
"7818","Otsego Lake","Jun","6/16/1994",44,4.94,7.8,7.84,0.253,NA,40.892
"7819","Otsego Lake","Jun","6/16/1994",46,4.84,7.78,8.55,0.253,NA,40.712
"7820","Otsego Lake","Jun","6/16/1994",48,4.81,7.77,8.43,0.253,NA,40.658
"7821","Otsego Lake","Jun","6/16/1994",50,4.77,7.77,8.27,0.258,NA,40.586
"7822","Otsego Lake","Jan","1/6/2011",0.1,1.96,8.25,12.78,0.279,92.4,35.528
"7823","Otsego Lake","Jun","6/2/1994",2,12.89,8.33,11.27,0.25,NA,55.202
"7824","Otsego Lake","Jun","6/2/1994",4,12.87,8.32,11.25,0.249,NA,55.166
"7825","Otsego Lake","Jun","6/2/1994",6,12.84,8.32,11.23,0.249,NA,55.112
"7826","Otsego Lake","Jun","6/2/1994",8,12.45,8.29,11.28,0.249,NA,54.41
"7827","Otsego Lake","Jun","6/2/1994",10,10.6,8.17,11.28,0.25,NA,51.08
"7828","Otsego Lake","Jun","6/2/1994",12,9.81,8.12,11.24,0.248,NA,49.658
"7829","Otsego Lake","Jun","6/2/1994",14,8.8,8.04,11.1,0.249,NA,47.84
"7830","Otsego Lake","Jun","6/2/1994",16,8.38,8.01,11.05,0.249,NA,47.084
"7831","Otsego Lake","Jun","6/2/1994",18,7.98,7.97,10.9,0.249,NA,46.364
"7832","Otsego Lake","Jun","6/2/1994",20,7.67,7.94,10.81,0.249,NA,45.806
"7833","Otsego Lake","Jun","6/2/1994",30,6.21,7.84,10.56,0.249,NA,43.178
"7834","Otsego Lake","Jun","6/2/1994",40,4.96,7.76,10.3,0.244,NA,40.928
"7835","Otsego Lake","Jun","6/2/1994",42,4.74,7.73,10.05,0.249,NA,40.532
"7836","Otsego Lake","Jun","6/2/1994",44,4.57,7.71,9.88,0.248,NA,40.226
"7837","Otsego Lake","Jun","6/2/1994",46,4.49,7.7,9.77,0.249,NA,40.082
"7838","Otsego Lake","Jun","6/2/1994",48,4.46,7.69,9.59,0.25,NA,40.028
"7839","Otsego Lake","Feb","2/17/2011",0.1,0.46,8.13,13.47,0.275,93.3,32.828
"7840","Otsego Lake","May","5/17/1994",2,8.04,8.17,11.57,0.266,NA,46.472
"7841","Otsego Lake","May","5/17/1994",4,8.02,8.15,11.8,0.267,NA,46.436
"7842","Otsego Lake","May","5/17/1994",6,7.97,8.14,11.67,0.267,NA,46.346
"7843","Otsego Lake","May","5/17/1994",8,7.93,8.13,11.64,0.268,NA,46.274
"7844","Otsego Lake","May","5/17/1994",10,7.84,8.13,11.61,0.268,NA,46.112
"7845","Otsego Lake","May","5/17/1994",12,7.63,8.11,11.55,0.268,NA,45.734
"7846","Otsego Lake","May","5/17/1994",14,7.23,8.06,11.41,0.269,NA,45.014
"7847","Otsego Lake","May","5/17/1994",16,7.07,8.05,11.33,0.269,NA,44.726
"7848","Otsego Lake","May","5/17/1994",18,6.98,8.04,11.31,0.268,NA,44.564
"7849","Otsego Lake","May","5/17/1994",20,6.81,8.03,11.29,0.269,NA,44.258
"7850","Otsego Lake","May","5/17/1994",30,5.2,7.92,10.91,0.27,NA,41.36
"7851","Otsego Lake","May","5/17/1994",40,4.62,7.88,10.77,0.27,NA,40.316
"7852","Otsego Lake","May","5/17/1994",42,4.43,7.86,10.65,0.271,NA,39.974
"7853","Otsego Lake","May","5/17/1994",44,4.29,7.84,10.52,0.271,NA,39.722
"7854","Otsego Lake","May","5/17/1994",46,4.2,7.84,10.39,0.273,NA,39.56
"7855","Otsego Lake","May","5/17/1994",48,4.14,7.82,10.31,0.271,NA,39.452
"7856","Otsego Lake","May","5/17/1994",50,4.13,7.82,10.26,0.271,NA,39.434
"7857","Otsego Lake","May","5/3/2011",0.1,7.72,8.2,12.33,0.314,103.4,45.896
"7858","Otsego Lake","May","5/2/1994",2,6.44,8.07,11.57,0.266,NA,43.592
"7859","Otsego Lake","May","5/2/1994",4,6.36,8.07,11.55,0.266,NA,43.448
"7860","Otsego Lake","May","5/2/1994",6,6.32,8.06,11.6,0.266,NA,43.376
"7861","Otsego Lake","May","5/2/1994",8,6.29,8.06,11.58,0.266,NA,43.322
"7862","Otsego Lake","May","5/2/1994",10,6,8.03,11.5,0.267,NA,42.8
"7863","Otsego Lake","May","5/2/1994",12,5.83,8.02,11.52,0.266,NA,42.494
"7864","Otsego Lake","May","5/2/1994",14,5.55,7.99,11.45,0.267,NA,41.99
"7865","Otsego Lake","May","5/2/1994",16,5.11,7.96,11.38,0.267,NA,41.198
"7866","Otsego Lake","May","5/2/1994",18,4.94,7.95,11.36,0.268,NA,40.892
"7867","Otsego Lake","May","5/2/1994",20,4.83,7.95,11.4,0.268,NA,40.694
"7868","Otsego Lake","May","5/2/1994",30,4.39,7.93,11.28,0.266,NA,39.902
"7869","Otsego Lake","May","5/2/1994",40,4.29,7.95,11.24,0.263,NA,39.722
"7870","Otsego Lake","May","5/2/1994",42,4.24,7.92,11.2,0.265,NA,39.632
"7871","Otsego Lake","May","5/2/1994",44,4.19,7.91,11.11,0.265,NA,39.542
"7872","Otsego Lake","May","5/2/1994",46,4.1,7.89,10.92,0.266,NA,39.38
"7873","Otsego Lake","May","5/2/1994",48,4.02,7.88,10.84,0.269,NA,39.236
"7874","Otsego Lake","May","5/18/2011",0.1,12.42,8.34,11.66,0.261,109.2,54.356
"7875","Otsego Lake","Apr","4/18/1994",2,2.96,8.03,11.5,0.235,NA,37.328
"7876","Otsego Lake","Apr","4/18/1994",4,2.93,8.03,11.58,0.237,NA,37.274
"7877","Otsego Lake","Apr","4/18/1994",6,2.91,8.02,11.52,0.239,NA,37.238
"7878","Otsego Lake","Apr","4/18/1994",8,2.93,8.01,11.44,0.24,NA,37.274
"7879","Otsego Lake","Apr","4/18/1994",10,2.95,8.01,11.5,0.242,NA,37.31
"7880","Otsego Lake","Apr","4/18/1994",12,2.93,8,11.51,0.244,NA,37.274
"7881","Otsego Lake","Apr","4/18/1994",16,2.98,7.96,11.2,0.246,NA,37.364
"7882","Otsego Lake","Apr","4/18/1994",20,2.98,7.95,11.09,0.25,NA,37.364
"7883","Otsego Lake","Apr","4/18/1994",30,2.82,7.87,10.68,0.254,NA,37.076
"7884","Otsego Lake","Apr","4/18/1994",40,2.75,7.82,10.09,0.258,NA,36.95
"7885","Otsego Lake","Apr","4/18/1994",42,2.77,7.82,10.08,0.261,NA,36.986
"7886","Otsego Lake","Apr","4/18/1994",44,2.83,7.84,10.32,0.26,NA,37.094
"7887","Otsego Lake","Jun","6/1/2011",0.1,18.19,8.31,10.1,0.321,107.2,64.742
"7888","Otsego Lake","Mar","3/21/1994",2,1.75,8.15,12.17,0.254,NA,35.15
"7889","Otsego Lake","Mar","3/21/1994",4,1.93,8.08,11.77,0.257,NA,35.474
"7890","Otsego Lake","Mar","3/21/1994",6,2.05,8.03,11.41,0.256,NA,35.69
"7891","Otsego Lake","Mar","3/21/1994",8,2.08,8,11.19,0.256,NA,35.744
"7892","Otsego Lake","Mar","3/21/1994",10,2.12,7.96,11.06,0.257,NA,35.816
"7893","Otsego Lake","Mar","3/21/1994",12,2.19,7.93,11.01,0.258,NA,35.942
"7894","Otsego Lake","Mar","3/21/1994",14,2.28,7.91,10.94,0.258,NA,36.104
"7895","Otsego Lake","Mar","3/21/1994",16,2.34,7.89,10.83,0.258,NA,36.212
"7896","Otsego Lake","Mar","3/21/1994",18,1.43,7.86,10.71,0.26,NA,34.574
"7897","Otsego Lake","Mar","3/21/1994",20,2.46,7.84,10.59,0.259,NA,36.428
"7898","Otsego Lake","Mar","3/21/1994",30,2.49,7.8,10.44,0.266,NA,36.482
"7899","Otsego Lake","Mar","3/21/1994",40,2.68,7.76,9.8,0.268,NA,36.824
"7900","Otsego Lake","Mar","3/21/1994",42,2.73,7.75,9.59,0.269,NA,36.914
"7901","Otsego Lake","Mar","3/21/1994",44,2.79,7.73,9.21,0.269,NA,37.022
"7902","Otsego Lake","Mar","3/21/1994",46,2.79,7.7,9.4,0.271,NA,37.022
"7903","Otsego Lake","Mar","3/21/1994",48,2.79,7.69,8.66,0.272,NA,37.022
"7904","Otsego Lake","Jun","6/15/2011",0.1,19.93,8.45,9.4,0.237,103.3,67.874
"7905","Otsego Lake","Feb","2/21/1994",2,1.9,NA,NA,0.253,NA,35.42
"7906","Otsego Lake","Feb","2/21/1994",4,2.09,NA,NA,0.253,NA,35.762
"7907","Otsego Lake","Feb","2/21/1994",6,2.03,NA,NA,0.256,NA,35.654
"7908","Otsego Lake","Feb","2/21/1994",8,2.16,NA,NA,0.253,NA,35.888
"7909","Otsego Lake","Feb","2/21/1994",10,2.19,NA,NA,0.252,NA,35.942
"7910","Otsego Lake","Feb","2/21/1994",12,2.24,NA,NA,0.253,NA,36.032
"7911","Otsego Lake","Feb","2/21/1994",14,2.34,NA,NA,0.254,NA,36.212
"7912","Otsego Lake","Feb","2/21/1994",16,2.4,NA,NA,0.254,NA,36.32
"7913","Otsego Lake","Feb","2/21/1994",18,2.47,NA,NA,0.255,NA,36.446
"7914","Otsego Lake","Feb","2/21/1994",20,2.52,NA,NA,0.255,NA,36.536
"7915","Otsego Lake","Feb","2/21/1994",30,2.68,NA,NA,0.254,NA,36.824
"7916","Otsego Lake","Feb","2/21/1994",40,3.03,NA,NA,0.255,NA,37.454
"7917","Otsego Lake","Feb","2/21/1994",42,3.05,NA,NA,0.256,NA,37.49
"7918","Otsego Lake","Feb","2/21/1994",44,3.1,NA,NA,0.258,NA,37.58
"7919","Otsego Lake","Feb","2/21/1994",46,3,NA,NA,NA,NA,37.4
"7920","Otsego Lake","Feb","2/21/1994",48,3.06,NA,NA,0.271,NA,37.508
"7921","Otsego Lake","Feb","2/21/1994",50,3.04,NA,NA,0.271,NA,37.472
"7922","Otsego Lake","Jun","6/28/2011",0.1,21.19,8.41,8.91,0.255,100.3,70.142
"7923","Otsego Lake","Jan","1/18/1994",4,1.42,NA,12.02,0.255,NA,34.556
"7924","Otsego Lake","Jan","1/18/1994",10,1.76,NA,11.64,0.255,NA,35.168
"7925","Otsego Lake","Jan","1/18/1994",14,2.03,NA,11.36,0.256,NA,35.654
"7926","Otsego Lake","Jan","1/18/1994",20,2.44,NA,11.05,0.255,NA,36.392
"7927","Otsego Lake","Jan","1/18/1994",25,2.69,NA,10.78,0.255,NA,36.842
"7928","Otsego Lake","Jan","1/18/1994",30,2.81,NA,10.72,0.255,NA,37.058
"7929","Otsego Lake","Jan","1/18/1994",35,2.89,NA,10.46,0.254,NA,37.202
"7930","Otsego Lake","Jan","1/18/1994",40,2.85,NA,10.12,0.255,NA,37.13
"7931","Otsego Lake","Jan","1/18/1994",44,2.75,NA,10.11,0.254,NA,36.95
"7932","Otsego Lake","Jul","7/13/2011",0.1,24,8.4,8.54,0.257,101.5,75.2
"7933","Otsego Lake","Dec","12/21/1993",2,4.55,NA,10.45,0.261,NA,40.19
"7934","Otsego Lake","Dec","12/21/1993",4,4.53,NA,10.52,0.26,NA,40.154
"7935","Otsego Lake","Dec","12/21/1993",6,4.52,NA,10.47,0.26,NA,40.136
"7936","Otsego Lake","Dec","12/21/1993",8,4.52,NA,10.41,0.261,NA,40.136
"7937","Otsego Lake","Dec","12/21/1993",10,4.51,NA,10.42,0.261,NA,40.118
"7938","Otsego Lake","Dec","12/21/1993",12,4.51,NA,10.38,0.26,NA,40.118
"7939","Otsego Lake","Dec","12/21/1993",14,4.51,NA,10.38,0.26,NA,40.118
"7940","Otsego Lake","Dec","12/21/1993",16,4.49,NA,10.36,0.261,NA,40.082
"7941","Otsego Lake","Dec","12/21/1993",18,4.49,NA,10.37,0.261,NA,40.082
"7942","Otsego Lake","Dec","12/21/1993",20,4.48,NA,10.37,0.261,NA,40.064
"7943","Otsego Lake","Dec","12/21/1993",30,4.44,NA,10.35,0.26,NA,39.992
"7944","Otsego Lake","Dec","12/21/1993",40,4.35,NA,10.46,0.259,NA,39.83
"7945","Otsego Lake","Dec","12/21/1993",42,4.32,NA,10.49,0.258,NA,39.776
"7946","Otsego Lake","Dec","12/21/1993",44,4.32,NA,10.49,0.26,NA,39.776
"7947","Otsego Lake","Dec","12/21/1993",46,4.31,NA,10.5,0.259,NA,39.758
"7948","Otsego Lake","Dec","12/21/1993",48,4.3,NA,10.48,0.263,NA,39.74
"7949","Otsego Lake","Jul","7/26/2011",0.1,25.4,8.44,8.32,0.272,101.4,77.72
"7950","Otsego Lake","Dec","12/7/1993",2,5.83,8.04,10.31,0.263,NA,42.494
"7951","Otsego Lake","Dec","12/7/1993",4,5.81,8.02,10.22,0.263,NA,42.458
"7952","Otsego Lake","Dec","12/7/1993",6,5.78,8,10.24,0.263,NA,42.404
"7953","Otsego Lake","Dec","12/7/1993",8,5.78,7.99,10.19,0.263,NA,42.404
"7954","Otsego Lake","Dec","12/7/1993",10,5.75,7.97,10.19,0.263,NA,42.35
"7955","Otsego Lake","Dec","12/7/1993",12,5.75,7.96,10.12,0.262,NA,42.35
"7956","Otsego Lake","Dec","12/7/1993",14,5.75,7.95,10.09,0.265,NA,42.35
"7957","Otsego Lake","Dec","12/7/1993",16,5.73,7.95,10.1,0.263,NA,42.314
"7958","Otsego Lake","Dec","12/7/1993",18,5.73,7.94,10.1,0.263,NA,42.314
"7959","Otsego Lake","Dec","12/7/1993",20,5.71,7.93,10.11,0.262,NA,42.278
"7960","Otsego Lake","Dec","12/7/1993",30,5.68,7.91,9.94,0.263,NA,42.224
"7961","Otsego Lake","Dec","12/7/1993",40,5.58,7.85,8.62,0.263,NA,42.044
"7962","Otsego Lake","Dec","12/7/1993",42,5.55,7.83,8.3,0.268,NA,41.99
"7963","Otsego Lake","Dec","12/7/1993",44,5.43,7.8,8.23,0.268,NA,41.774
"7964","Otsego Lake","Dec","12/7/1993",46,5.4,7.77,6.79,0.272,NA,41.72
"7965","Otsego Lake","Dec","12/7/1993",48,5.33,7.7,5.98,0.273,NA,41.594
"7966","Otsego Lake","Dec","12/7/1993",50,5.31,7.65,5.57,0.276,NA,41.558
"7967","Otsego Lake","Aug","8/8/2011",0.1,24.55,8.41,8.53,0.213,102.4,76.19
"7968","Otsego Lake","Nov","11/23/1993",2,6.9,7.87,10.28,0.25,NA,44.42
"7969","Otsego Lake","Nov","11/23/1993",4,6.88,7.87,10.3,0.25,NA,44.384
"7970","Otsego Lake","Nov","11/23/1993",6,6.88,7.87,10.24,0.249,NA,44.384
"7971","Otsego Lake","Nov","11/23/1993",8,6.87,7.85,10.26,0.25,NA,44.366
"7972","Otsego Lake","Nov","11/23/1993",10,6.85,7.82,10.28,0.25,NA,44.33
"7973","Otsego Lake","Nov","11/23/1993",12,6.82,7.81,10.27,0.249,NA,44.276
"7974","Otsego Lake","Nov","11/23/1993",14,6.82,7.8,10.28,0.25,NA,44.276
"7975","Otsego Lake","Nov","11/23/1993",16,6.82,7.81,10.29,0.249,NA,44.276
"7976","Otsego Lake","Nov","11/23/1993",18,6.82,7.8,10.28,0.248,NA,44.276
"7977","Otsego Lake","Nov","11/23/1993",20,6.82,7.79,10.23,0.249,NA,44.276
"7978","Otsego Lake","Nov","11/23/1993",30,6.78,7.78,10.1,0.249,NA,44.204
"7979","Otsego Lake","Nov","11/23/1993",40,5.65,7.55,4.48,0.267,NA,42.17
"7980","Otsego Lake","Nov","11/23/1993",42,4.89,7.46,1.03,0.272,NA,40.802
"7981","Otsego Lake","Nov","11/23/1993",44,4.76,7.4,0.55,0.273,NA,40.568
"7982","Otsego Lake","Nov","11/23/1993",46,4.73,7.37,0.43,0.275,NA,40.514
"7983","Otsego Lake","Nov","11/23/1993",48,4.71,7.34,0.41,0.275,NA,40.478
"7984","Otsego Lake","Nov","11/23/1993",50,4.71,7.31,0.41,0.275,NA,40.478
"7985","Otsego Lake","Aug","8/24/2011",0.1,22.29,8.47,8.63,0.289,99.4,72.122
"7986","Otsego Lake","Nov","11/9/1993",2,8.21,8.08,9.73,0.249,NA,46.778
"7987","Otsego Lake","Nov","11/9/1993",4,8.18,8.06,9.74,0.25,NA,46.724
"7988","Otsego Lake","Nov","11/9/1993",6,8.1,8.03,9.75,0.249,NA,46.58
"7989","Otsego Lake","Nov","11/9/1993",8,8.09,8.03,9.76,0.249,NA,46.562
"7990","Otsego Lake","Nov","11/9/1993",10,8.07,8.03,9.76,0.249,NA,46.526
"7991","Otsego Lake","Nov","11/9/1993",12,8.06,8.03,9.72,0.249,NA,46.508
"7992","Otsego Lake","Nov","11/9/1993",14,8.05,8.03,9.72,0.248,NA,46.49
"7993","Otsego Lake","Nov","11/9/1993",16,8.04,8.03,9.73,0.249,NA,46.472
"7994","Otsego Lake","Nov","11/9/1993",18,8.04,8.02,9.73,0.249,NA,46.472
"7995","Otsego Lake","Nov","11/9/1993",20,8.03,8.02,9.73,0.249,NA,46.454
"7996","Otsego Lake","Nov","11/9/1993",30,6.09,8.58,4.26,0.275,NA,42.962
"7997","Otsego Lake","Nov","11/9/1993",40,4.83,7.49,2.92,0.275,NA,40.694
"7998","Otsego Lake","Nov","11/9/1993",42,4.77,7.47,1.95,0.278,NA,40.586
"7999","Otsego Lake","Nov","11/9/1993",44,4.72,7.44,1.53,0.278,NA,40.496
"8000","Otsego Lake","Nov","11/9/1993",46,4.65,7.43,0.92,0.278,NA,40.37
"8001","Otsego Lake","Nov","11/9/1993",48,4.58,7.4,0.6,0.279,NA,40.244
"8002","Otsego Lake","Sep","9/9/2011",0.1,20.22,8.38,8.78,0.282,97.1,68.396
"8003","Otsego Lake","Oct","10/26/1993",2,10.87,8.25,9.61,0.243,NA,51.566
"8004","Otsego Lake","Oct","10/26/1993",4,10.86,8.22,9.56,0.243,NA,51.548
"8005","Otsego Lake","Oct","10/26/1993",6,10.85,8.2,9.57,0.243,NA,51.53
"8006","Otsego Lake","Oct","10/26/1993",8,10.84,8.18,9.58,0.243,NA,51.512
"8007","Otsego Lake","Oct","10/26/1993",10,10.83,8.17,9.54,0.243,NA,51.494
"8008","Otsego Lake","Oct","10/26/1993",12,10.82,8.16,9.55,0.242,NA,51.476
"8009","Otsego Lake","Oct","10/26/1993",14,10.82,8.15,9.55,0.242,NA,51.476
"8010","Otsego Lake","Oct","10/26/1993",16,10.79,8.14,9.46,0.244,NA,51.422
"8011","Otsego Lake","Oct","10/26/1993",18,10.66,8.13,9.2,0.243,NA,51.188
"8012","Otsego Lake","Oct","10/26/1993",20,8.91,7.85,5.38,0.262,NA,48.038
"8013","Otsego Lake","Oct","10/26/1993",30,6.13,7.69,4.53,0.273,NA,43.034
"8014","Otsego Lake","Oct","10/26/1993",40,5.2,7.62,4.3,0.27,NA,41.36
"8015","Otsego Lake","Oct","10/26/1993",42,4.98,7.59,3.21,0.273,NA,40.964
"8016","Otsego Lake","Oct","10/26/1993",44,4.94,7.56,2.41,0.273,NA,40.892
"8017","Otsego Lake","Oct","10/26/1993",46,4.82,7.52,1.22,0.275,NA,40.676
"8018","Otsego Lake","Oct","10/26/1993",48,4.78,7.49,0.64,0.276,NA,40.604
"8019","Otsego Lake","Oct","10/26/1993",50,4.73,7.47,0.68,0.277,NA,40.514
"8020","Otsego Lake","Sep","9/27/2011",0.1,21.06,8.4,9.44,0.275,106.1,69.908
"8021","Otsego Lake","Oct","10/12/1993",2,12.48,8.38,9.04,0.24,NA,54.464
"8022","Otsego Lake","Oct","10/12/1993",4,12.47,8.35,9.16,0.24,NA,54.446
"8023","Otsego Lake","Oct","10/12/1993",6,12.4,8.32,9.08,0.24,NA,54.32
"8024","Otsego Lake","Oct","10/12/1993",8,12.42,8.31,8.99,0.241,NA,54.356
"8025","Otsego Lake","Oct","10/12/1993",10,12.35,8.29,8.95,0.241,NA,54.23
"8026","Otsego Lake","Oct","10/12/1993",12,12.33,8.27,8.88,0.24,NA,54.194
"8027","Otsego Lake","Oct","10/12/1993",14,12.29,8.25,8.82,0.241,NA,54.122
"8028","Otsego Lake","Oct","10/12/1993",16,12.08,8.18,7.9,0.246,NA,53.744
"8029","Otsego Lake","Oct","10/12/1993",18,10.23,8.02,5.71,0.26,NA,50.414
"8030","Otsego Lake","Oct","10/12/1993",20,7.59,7.9,4.28,0.272,NA,45.662
"8031","Otsego Lake","Oct","10/12/1993",30,6.11,7.78,4.91,0.276,NA,42.998
"8032","Otsego Lake","Oct","10/12/1993",40,5.18,7.73,4.28,0.272,NA,41.324
"8033","Otsego Lake","Oct","10/12/1993",42,4.99,7.7,4.05,0.27,NA,40.982
"8034","Otsego Lake","Oct","10/12/1993",44,4.84,7.67,2.53,0.275,NA,40.712
"8035","Otsego Lake","Oct","10/12/1993",46,4.78,7.64,1.93,0.278,NA,40.604
"8036","Otsego Lake","Oct","10/12/1993",48,4.66,7.57,0.93,0.278,NA,40.388
"8037","Otsego Lake","Oct","10/12/1993",50,4.66,7.55,0.83,0.281,NA,40.388
"8038","Otsego Lake","Oct","10/12/2011",0.1,16.52,8.22,9.47,0.274,97.1,61.736
"8039","Otsego Lake","Sep","9/27/1993",2,17.18,8.56,8.87,0.224,NA,62.924
"8040","Otsego Lake","Sep","9/27/1993",4,17.15,8.5,8.82,0.224,NA,62.87
"8041","Otsego Lake","Sep","9/27/1993",6,17.13,8.44,8.8,0.224,NA,62.834
"8042","Otsego Lake","Sep","9/27/1993",8,17.1,8.41,8.8,0.223,NA,62.78
"8043","Otsego Lake","Sep","9/27/1993",10,17.07,8.39,8.8,0.222,NA,62.726
"8044","Otsego Lake","Sep","9/27/1993",12,14.65,8.14,5.78,0.241,NA,58.37
"8045","Otsego Lake","Sep","9/27/1993",14,10.25,7.94,4.09,0.271,NA,50.45
"8046","Otsego Lake","Sep","9/27/1993",16,8.23,7.83,4,0.269,NA,46.814
"8047","Otsego Lake","Sep","9/27/1993",18,7.56,7.78,4.51,0.29,NA,45.608
